PersonType,Age,CityState,Injury,SafetyDevice,Date,Time,County,Location,Troop
ADULT,63,"POLO, MO",MINOR,YES,2024-09-03,11:10AM,LAFAYETTE,"MO-213 JUST SOUTH OF US-24, DOVER",A
ADULT,62,"KANSAS CITY, MO",MINOR,YES,2024-09-02,9:40AM,CLAY,I-35 SOUTHBOUND NORTH OF ARMOUR RD,A
ADULT,UNK,UNKNOWN,NO INJURY,UNKNOWN,2024-09-02,9:40AM,CLAY,I-35 SOUTHBOUND NORTH OF ARMOUR RD,A
JUVENILE,17,"PLEASANT HILL, MO",MODERATE,YES,2024-09-01,5:15PM,CASS,SMART RD AT 167TH RD,A
ADULT,18,"PLEASANT HILL, MO",MODERATE,YES,2024-09-01,5:15PM,CASS,SMART RD AT 167TH RD,A
ADULT,50,"KANSAS CITY, MO",SERIOUS,YES,2024-09-01,10:59AM,CLAY,I 435 NORTHBOUND AT 54.4 MILE MARKER,A
ADULT,33,"CLINTON, MO",SERIOUS,UNKNOWN,2024-09-01,12:35AM,HENRY,ROUTE M AT HWY 13,A
ADULT,32,"DEEPWATER, MO",MINOR,NO,2024-08-31,7:05PM,HENRY,SE 1021 RD PRIVATE PROPERTY,A
ADULT,29,"EDWARDSVILLE, KS",MINOR,YES,2024-08-31,1:30PM,CASS,ROUTE Y SOUTH OF ROUTE YY,A
JUVENILE,17,"PECULIAR, MO",NO INJURY,YES,2024-08-31,12:03PM,CASS,MO 291 AT E 203RD ST,A
ADULT,70,"HARRISONVILLE, MO",NO INJURY,YES,2024-08-31,12:03PM,CASS,MO 291 AT E 203RD ST,A
JUVENILE,11,"PLEASANT HILL, MO",MINOR,YES,2024-08-31,12:03PM,CASS,MO 291 AT E 203RD ST,A
ADULT,29,"KANSAS CITY, KS",MINOR,YES,2024-08-31,6:40AM,CASS,WB MO 58 HWY WEST OF HICKORY GROVE RD,A
ADULT,23,"CONCORDIA, MO",MODERATE,NO,2024-08-31,4:30AM,LAFAYETTE,MO 23 NORTH OF DAVIS RD,A
ADULT,70,"KNOB NOSTER, MO",NO INJURY,YES,2024-08-30,4:49PM,JACKSON,US 50 AT RT F,A
ADULT,69,"KNOB NOSTER, MO",MINOR,YES,2024-08-30,4:49PM,JACKSON,US 50 AT RT F,A
JUVENILE,17,"BLUE SPRINGS, MO",NO INJURY,YES,2024-08-30,4:49PM,JACKSON,US 50 AT RT F,A
ADULT,39,"KANSAS CITY, MO",MINOR,YES,2024-08-30,6:50AM,PLATTE,I 29 NORTHBOUND RAMP TO I 635 SOUTHBOUND,A
ADULT,47,"WARSAW, MO",SERIOUS,YES,2024-08-29,7:00PM,BENTON,WEAVER CHURCH AVENUE - SOUTH OF HWY 83,A
JUVENILE,13,"PLATTE CITY, MO",MINOR,NO,2024-08-29,5:00PM,PLATTE,I-29 NB AT THE 10.4 MM,A
ADULT,39,"KANSAS CITY,MO",NO INJURY,YES,2024-08-29,5:00PM,PLATTE,I-29 NB AT THE 10.4 MM,A
JUVENILE,13,"PLATTE CITY, MO",MINOR,NO,2024-08-29,5:00PM,PLATTE,I-29 NB AT THE 10.4 MM,A
ADULT,70,"PLATTE CITY, MO",NO INJURY,YES,2024-08-29,5:00PM,PLATTE,I-29 NB AT THE 10.4 MM,A
ADULT,42,"ST JOSEPH, MO",SERIOUS,YES,2024-08-29,5:00PM,PLATTE,I-29 NB AT THE 10.4 MM,A
ADULT,26,"ST JOSEPH,MO",MINOR,YES,2024-08-29,5:00PM,PLATTE,I-29 NB AT THE 10.4 MM,A
ADULT,18,"GARDEN CITY, MO",SERIOUS,NO,2024-08-28,3:35PM,CASS,NORTHBOUND 7 - NORTH OF KIRCHER,A
ADULT,25,"ARCHIE, MO",NO INJURY,YES,2024-08-28,3:35PM,CASS,NORTHBOUND 7 - NORTH OF KIRCHER,A
ADULT,40,"LINDEN, NJ",NO INJURY,YES,2024-08-28,5:02AM,JOHNSON,US 50 WEST OF DEVASHER RD,A
ADULT,30,"POINSETT, AR",SERIOUS,NO,2024-08-28,5:02AM,JOHNSON,US 50 WEST OF DEVASHER RD,A
ADULT,27,"FORT WORTH, TX",MINOR,YES,2024-08-28,12:39AM,JACKSON,EASTBOUND I-70 24.8 MILE MARKER,A
ADULT,25,"OSCEOLA, MO",SERIOUS,UNKNOWN,2024-08-27,10:30PM,ST. CLAIR,"NE 251 RD 9/10 MILE NORTH OF HWY B, OSCEOLA",A
ADULT,23,"SPRINGFIELD, MO",MODERATE,NO,2024-08-27,10:30PM,ST. CLAIR,"NE 251 RD 9/10 MILE NORTH OF HWY B, OSCEOLA",A
ADULT,23,NORTH CAROLINA,MINOR,YES,2024-08-27,6:50PM,PLATTE,I-435 WB AT 38.8 MM,A
ADULT,53,TEXAS,NO INJURY,YES,2024-08-27,6:50PM,PLATTE,I-435 WB AT 38.8 MM,A
ADULT,33,NORTH CAROLINA,MINOR,YES,2024-08-27,6:50PM,PLATTE,I-435 WB AT 38.8 MM,A
ADULT,18,"WARRENSBURG, MO",MINOR,YES,2024-08-27,1:45PM,JOHNSON,NW 500 BLOCK OF HWY 13,A
ADULT,61,"LEXINGTON, MO",NO INJURY,YES,2024-08-27,1:45PM,JOHNSON,NW 500 BLOCK OF HWY 13,A
ADULT,42,"BLACKBURN, MO",MINOR,YES,2024-08-27,5:50AM,SALINE,MO 127 AT 150TH RD,A
ADULT,47,"SEDALIA, MO",SERIOUS,NO,2024-08-26,7:45PM,PETTIS,SOUTHBOUND US-65 NORTH OF FLAT CREEK,A
ADULT,53,"SEDALIA, MO",SERIOUS,NO,2024-08-26,7:45PM,PETTIS,SOUTHBOUND US-65 NORTH OF FLAT CREEK,A
ADULT,19,BELTON/MO,MINOR,YES,2024-08-26,3:50PM,CASS,I-49 SOUTHBOUND NORTH OF NORTH CASS PARKWAY,A
ADULT,41,"KINGSVILLE, MO",MINOR,YES,2024-08-26,7:32AM,JOHNSON,ROUTE T NORTH OF SW 400TH RD,A
JUVENILE,12,"KINGSVILLE, MO",MINOR,YES,2024-08-26,7:32AM,JOHNSON,ROUTE T NORTH OF SW 400TH RD,A
ADULT,40,"ODESSA, MO",SERIOUS,NO,2024-08-25,10:57PM,JOHNSON,MO-131 JUST NORTH OF SW 301 RD,A
ADULT,49,"KANSAS CITY, MO",MINOR,YES,2024-08-25,6:08PM,JACKSON,MO-291 AND 32ND STREET,A
ADULT,58,"INDEPENDENCE, MO",NO INJURY,YES,2024-08-25,6:08PM,JACKSON,MO-291 AND 32ND STREET,A
ADULT,69,"INDEPENDENCE, MO",NO INJURY,YES,2024-08-25,6:08PM,JACKSON,MO-291 AND 32ND STREET,A
ADULT,36,"JOPLIN, MO",MODERATE,UNKNOWN,2024-08-25,5:15PM,BATES,MO E - EAST OF NE CR 2763,A
ADULT,20,"INDEPENDENCE, MO",MINOR,YES,2024-08-25,5:11PM,JOHNSON,ROUTE Z JUST NORTH OF NW 930 RD,A
ADULT,54,"RAYTOWN, MO",MINOR,YES,2024-08-25,5:02PM,JACKSON,I-70 WESTBOUND AT 20.4 MILE MARKER,A
ADULT,18,GRAIN VALLEY/MO,SERIOUS,NO,2024-08-25,2:33PM,JOHNSON,WESTBOUND US-50 HIGHWAY AT MAGUIRE ST,A
ADULT,59,INDEPENDENCE/MO,SERIOUS,YES,2024-08-25,2:33PM,JOHNSON,WESTBOUND US-50 HIGHWAY AT MAGUIRE ST,A
ADULT,62,INDEPENDENCE/MO,MODERATE,YES,2024-08-25,2:33PM,JOHNSON,WESTBOUND US-50 HIGHWAY AT MAGUIRE ST,A
ADULT,80,"BUTLER, MO",SERIOUS,YES,2024-08-24,9:24AM,HENRY,MO 18 AT GRAND RIVER BRIDGE,A
ADULT,74,"CLINTON, MO",MODERATE,YES,2024-08-24,9:24AM,HENRY,MO 18 AT GRAND RIVER BRIDGE,A
ADULT,22,"SMITHVILLE, MISSOURI",SERIOUS,NO,2024-08-24,4:41AM,CLAY,US 69 AT NORTH PALMER STREET,A
ADULT,53,"FLORISSANT, MO",MODERATE,YES,2024-08-23,9:27PM,SALINE,I-70 WESTBOUND 81.6MM,A
ADULT,19,"ODESSA, MO",MINOR,NO,2024-08-23,2:34PM,LAFAYETTE,MO 131 AT TUCKER LANE,A
ADULT,65,"ODESSA, MO",NO INJURY,YES,2024-08-23,2:34PM,LAFAYETTE,MO 131 AT TUCKER LANE,A
ADULT,54,"LEE'S SUMMIT,MO",NO INJURY,YES,2024-08-23,1:12PM,JACKSON,I-470 NB AT LAKEWOOD,A
ADULT,54,LEE'S SUMMIT/MO,MODERATE,YES,2024-08-23,1:12PM,JACKSON,I-470 NB AT LAKEWOOD,A
ADULT,55,WINDER/GA,NO INJURY,YES,2024-08-23,1:12PM,JACKSON,I-470 NB AT LAKEWOOD,A
ADULT,19,"ODESSA, MO",SERIOUS,YES,2024-08-23,10:15AM,LAFAYETTE,RT-M AT RT-U,A
ADULT,55,"CENTERVIEW, MO",MINOR,YES,2024-08-23,10:15AM,LAFAYETTE,RT-M AT RT-U,A
ADULT,33,"HOLDEN, MO",MODERATE,NO,2024-08-22,5:38PM,JOHNSON,WESTBOUND US-50 AT NW 1201 RD,A
ADULT,26,"WARRENSBURG, MO",MODERATE,YES,2024-08-22,5:38PM,JOHNSON,WESTBOUND US-50 AT NW 1201 RD,A
ADULT,26,"STATE COLLEGE, PA",NO INJURY,YES,2024-08-22,5:38PM,JOHNSON,WESTBOUND US-50 AT NW 1201 RD,A
ADULT,18,"BLUE SPRINGS, MO",MINOR,YES,2024-08-22,1:02PM,JACKSON,EB 40 JUST WEST OF BOWLIN RD,A
ADULT,30,"MARSHALL,MO",MINOR,YES,2024-08-22,1:02PM,JACKSON,EB 40 JUST WEST OF BOWLIN RD,A
JUVENILE,16,"HOLDEN, MO",MODERATE,YES,2024-08-21,6:02PM,JOHNSON,ROUTE O SOUTH OF COUNTY ROAD 835,A
ADULT,58,"BUTLER,MO",NO INJURY,YES,2024-08-21,12:52PM,CASS,SB I-49 AT THE 166 MM,A
ADULT,19,"CLEVELAND, MO",NO INJURY,YES,2024-08-21,12:52PM,CASS,SB I-49 AT THE 166 MM,A
ADULT,66,"AMMORET,MO",MINOR,YES,2024-08-21,12:52PM,CASS,SB I-49 AT THE 166 MM,A
JUVENILE,16,"LEE'S SUMMIT, MO",NO INJURY,YES,2024-08-20,5:20PM,JACKSON,I-470 AT 15 MILE MARKER,A
ADULT,53,"LEE'S SUMMIT, MO",MINOR,YES,2024-08-20,5:20PM,JACKSON,I-470 AT 15 MILE MARKER,A
ADULT,18,"PECUILAR, MO",NO INJURY,YES,2024-08-20,5:20PM,JACKSON,I-470 AT 15 MILE MARKER,A
ADULT,24,"COWGILL, MO",NO INJURY,YES,2024-08-20,9:10AM,RAY,MO 10 AT MOCKINGBIRD LANE,A
JUVENILE,9,"RICHMOND, MO",MINOR,YES,2024-08-20,9:10AM,RAY,MO 10 AT MOCKINGBIRD LANE,A
ADULT,46,"RICHMOND, MO",NO INJURY,YES,2024-08-20,9:10AM,RAY,MO 10 AT MOCKINGBIRD LANE,A
JUVENILE,17,"MARSHALL, MO",NO INJURY,YES,2024-08-20,8:45AM,PETTIS,21648 STATE ROUTE D,A
ADULT,74,"HUGHESVILLE, MO",MINOR,NO,2024-08-20,8:45AM,PETTIS,21648 STATE ROUTE D,A
JUVENILE,17,"ARCHIE, MO",MINOR,YES,2024-08-19,11:20PM,CASS,I-49 AT 173.9 MILE MARKER,A
ADULT,21,"ORLANDO, FL",MODERATE,UNKNOWN,2024-08-19,11:20PM,CASS,I-49 AT 173.9 MILE MARKER,A
ADULT,18,"HARRISONVILLE, MO",MODERATE,UNKNOWN,2024-08-19,11:20PM,CASS,I-49 AT 173.9 MILE MARKER,A
ADULT,26,"KANSAS CITY, MO",NO INJURY,YES,2024-08-19,11:20PM,CASS,I-49 AT 173.9 MILE MARKER,A
ADULT,32,"WELLINGTON, MO",MINOR,YES,2024-08-19,5:15PM,JACKSON,TRUMAN ROAD EAST OF BUCKNER TARSNEY RD,A
ADULT,UNK,UNKNOWN,NO INJURY,UNKNOWN,2024-08-19,5:15PM,JACKSON,TRUMAN ROAD EAST OF BUCKNER TARSNEY RD,A
ADULT,42,"KANSAS CITY, MO",MINOR,YES,2024-08-17,6:15PM,JACKSON,I-470 NORTHBOUND NORTH OF LAKEWOOD BLVD,A
ADULT,68,"OVERLAND PARK, KS",MINOR,YES,2024-08-17,1:08PM,PLATTE,I-29 NORTHBOUND AT 56TH ST,A
ADULT,42,"KANSAS CITY, MO",NO INJURY,YES,2024-08-17,1:08PM,PLATTE,I-29 NORTHBOUND AT 56TH ST,A
ADULT,36,"MAYSVILLE, MO",NO INJURY,YES,2024-08-17,12:20PM,LAFAYETTE,US 65 EAST OF COUNTY ROAD 403,A
ADULT,38,"MIAMI, MO",MODERATE,YES,2024-08-17,12:20PM,LAFAYETTE,US 65 EAST OF COUNTY ROAD 403,A
ADULT,28,"KANSAS CITY, MO",MINOR,YES,2024-08-17,10:30AM,CLAY,I-35 AT 18.6 MILE MARKER,A
ADULT,43,"MALTA BEND, MO",FATAL,NO,2024-08-16,11:00PM,LAFAYETTE,US 24 JUST WEST OF US 23,A
JUVENILE,15,"NORBORNE, MO",MODERATE,NO,2024-08-16,6:34PM,CARROLL,MO 10 AT CR 141,A
JUVENILE,17,"WAVERLY, MO",MODERATE,NO,2024-08-16,6:34PM,CARROLL,MO 10 AT CR 141,A
ADULT,59,"MALTA BEND, MO",MINOR,NO,2024-08-16,3:56PM,SALINE,US 65 NORTH OF GOLDEN AVENUE,A
ADULT,45,"CARROLLTON, MO",NO INJURY,YES,2024-08-16,3:56PM,SALINE,US 65 NORTH OF GOLDEN AVENUE,A
ADULT,84,"WESTON, MO",NO INJURY,YES,2024-08-16,10:18AM,CASS,SOUTHBOUND I49 155.8 MM,A
ADULT,52,"LEE'S SUMMIT, MO",MODERATE,YES,2024-08-16,10:18AM,CASS,SOUTHBOUND I49 155.8 MM,A
ADULT,43,"BLUE SPRINGS, MO",FATAL,YES,2024-08-15,12:26PM,JACKSON,MO-291 AT CEMENT CITY RD,A
ADULT,47,"GRAIN VALLEY, MO",SERIOUS,UNKNOWN,2024-08-15,12:26PM,JACKSON,MO-291 AT CEMENT CITY RD,A
ADULT,42,"KEARNEY, MO",SERIOUS,YES,2024-08-15,12:26PM,JACKSON,MO-291 AT CEMENT CITY RD,A
ADULT,26,"ELIZABETH, IL",NO INJURY,YES,2024-08-15,1:50AM,CLAY,SB I35 MM 28.2,A
ADULT,51,"CHICAGO, IL",MINOR,YES,2024-08-15,1:50AM,CLAY,SB I35 MM 28.2,A
JUVENILE,14,"CHICAGO, IL",MINOR,NO,2024-08-15,1:50AM,CLAY,SB I35 MM 28.2,A
JUVENILE,16,"CHBICAGO, IL",MINOR,YES,2024-08-15,1:50AM,CLAY,SB I35 MM 28.2,A
ADULT,35,"HOLDEN, MO",MODERATE,YES,2024-08-15,12:10AM,LAFAYETTE,HWY Z AT SMOKEY RIDGE RD,A
ADULT,35,"ADRIAN, MO",SERIOUS,NO,2024-08-14,9:25PM,BATES,ROUTE AA WEST OF CRD NW 2001,A
ADULT,46,"PLEASANT HILL, MO",SERIOUS,NO,2024-08-14,2:33PM,CASS,MO-7 AT ELLIOT RD,A
ADULT,62,"PLEASANT HILL, MO",NO INJURY,YES,2024-08-14,12:15PM,CASS,MO-58 AT S GIBBONS RD,A
ADULT,66,"HARRISONVILLE, MO",MINOR,YES,2024-08-14,12:15PM,CASS,MO-58 AT S GIBBONS RD,A
ADULT,47,"PLEASANT HILL, MO",MINOR,YES,2024-08-14,12:15PM,CASS,MO-58 AT S GIBBONS RD,A
ADULT,56,"SLATER, MO",MINOR,YES,2024-08-14,7:50AM,PETTIS,RT HH AT RANDALL RD,A
ADULT,66,"HOLDEN, MO",MINOR,YES,2024-08-13,9:43AM,JOHNSON,SW 131TH AND SW 50TH RD,A
ADULT,65,"HOLDEN, MO",NO INJURY,NO,2024-08-13,9:43AM,JOHNSON,SW 131TH AND SW 50TH RD,A
ADULT,33,"LINCOLN, NB",NO INJURY,YES,2024-08-13,9:36AM,PLATTE,NORTHBOUND I-29 RAMP TO MO 273,A
ADULT,20,"KANSAS CITY, MO",MINOR,YES,2024-08-13,9:36AM,PLATTE,NORTHBOUND I-29 RAMP TO MO 273,A
ADULT,48,"WARRENSBURG, MO",MINOR,YES,2024-08-13,5:59AM,JOHNSON,766 SE ROUTE Y,A
ADULT,60,"PLEASANT HILL, MO",MINOR,YES,2024-08-12,4:25PM,CASS,HWY 291 AND HWY 58 WEST JUNCTION,A
ADULT,39,"KANSAS CITY, MO",SERIOUS,YES,2024-08-12,4:25PM,CASS,HWY 291 AND HWY 58 WEST JUNCTION,A
JUVENILE,17,"CARROLLTON, MO",MINOR,NO,2024-08-12,1:00PM,CARROLL,US 65 AT CR 260,A
JUVENILE,12,"HALE, MO",MINOR,YES,2024-08-12,1:00PM,CARROLL,US 65 AT CR 260,A
ADULT,50,"HALE, MO",NO INJURY,YES,2024-08-12,1:00PM,CARROLL,US 65 AT CR 260,A
JUVENILE,16,"CARROLLTON, MO",MODERATE,NO,2024-08-12,1:00PM,CARROLL,US 65 AT CR 260,A
ADULT,46,"HALE, MO",MODERATE,YES,2024-08-12,1:00PM,CARROLL,US 65 AT CR 260,A
ADULT,22,"ALMA, MO",MINOR,UNKNOWN,2024-08-12,7:00AM,LAFAYETTE,WESTBOUND I 70 AT THE 52 MILE MARKER,A
ADULT,43,"WARSAW, MO",MINOR,YES,2024-08-11,10:51PM,BENTON,HWY 7 ON THE MILE LONG BRIDGE,A
ADULT,39,"SEDALIA, MO",MINOR,YES,2024-08-11,10:51PM,BENTON,HWY 7 ON THE MILE LONG BRIDGE,A
JUVENILE,16,"CLINTON, MO",MINOR,YES,2024-08-11,10:51PM,BENTON,HWY 7 ON THE MILE LONG BRIDGE,A
JUVENILE,16,"CLINTON, MO",MINOR,YES,2024-08-11,10:51PM,BENTON,HWY 7 ON THE MILE LONG BRIDGE,A
ADULT,40,"PLEASANT HILL, MO",MODERATE,YES,2024-08-11,11:35AM,CASS,NB MO 291 SOUTH OF HOME FARM ROAD,A
ADULT,36,"PLEASANT HILL, MO",NO INJURY,YES,2024-08-11,11:35AM,CASS,NB MO 291 SOUTH OF HOME FARM ROAD,A
JUVENILE,12,"HARRISONVILLE, MO",SERIOUS,NO,2024-08-11,10:00AM,JOHNSON,US 50 EAST OF NW 1501 RD,A
JUVENILE,12,"HARRISONVILLE, MO",MINOR,NO,2024-08-11,10:00AM,JOHNSON,US 50 EAST OF NW 1501 RD,A
ADULT,26,"BUTLER, MO",MINOR,YES,2024-08-10,11:00PM,HENRY,K HWY - NORTH OF SOUTHWEST 400 RD,A
ADULT,23,"ODESSA, MO",MINOR,YES,2024-08-10,8:33PM,LAFAYETTE,RT-OO AND ODESSA LAKE ROAD,A
ADULT,52,"LIBERTY, MO",MODERATE,NO,2024-08-10,5:17PM,CLAY,HWY A AT 131ST ST,A
ADULT,39,"CONCORDIA, MO",NO INJURY,YES,2024-08-10,9:45AM,RAY,HWY H AND 3RD ST,A
JUVENILE,16,"HENRIETTA, MO",SERIOUS,NO,2024-08-10,9:45AM,RAY,HWY H AND 3RD ST,A
ADULT,65,"BELLINGHAM, WA",MINOR,UNKNOWN,2024-08-10,12:15AM,CARROLL,ROUTE D NORTH OF COUNTY ROAD 180,A
ADULT,37,"GLADSTONE, MO",MINOR,NO,2024-08-09,5:13PM,PLATTE,72ND STREET AT I 29,A
ADULT,52,"KANSAS CITY, MO",NO INJURY,YES,2024-08-09,5:13PM,PLATTE,72ND STREET AT I 29,A
ADULT,52,"LEES SUMMIT, MO",NO INJURY,YES,2024-08-09,3:30PM,JACKSON,I 470 JUST EAST OF VIEW HIGH,A
ADULT,22,"GIRARD, KS",MINOR,YES,2024-08-09,3:30PM,JACKSON,I 470 JUST EAST OF VIEW HIGH,A
ADULT,32,"GRANDVIEW, MO",NO INJURY,YES,2024-08-09,3:30PM,JACKSON,I 470 JUST EAST OF VIEW HIGH,A
ADULT,32,"LEES SUMMIT, MO",NO INJURY,YES,2024-08-09,3:30PM,JACKSON,I 470 JUST EAST OF VIEW HIGH,A
ADULT,21,LAWSON/MO,MINOR,UNKNOWN,2024-08-09,12:40AM,RAY,NOLKER RD. SOUTH OF W 196TH RD,A
ADULT,56,"CARY, IL",MINOR,YES,2024-08-08,4:59PM,HENRY,HWY 52 AT NE 601 ROAD,A
ADULT,56,"CALHOUN, MO",NO INJURY,YES,2024-08-08,4:59PM,HENRY,HWY 52 AT NE 601 ROAD,A
ADULT,62,"KANSAS CITY, MO",NO INJURY,YES,2024-08-08,4:10PM,CLAY,I-35 AT 5 MILE MARKER,A
ADULT,34,"NORTH KANSAS CITY, MO",MINOR,YES,2024-08-08,4:10PM,CLAY,I-35 AT 5 MILE MARKER,A
ADULT,45,"PAOLA, KS",NO INJURY,YES,2024-08-08,4:10PM,CLAY,I-35 AT 5 MILE MARKER,A
ADULT,24,KANSAS CITY/MO,MINOR,YES,2024-08-08,3:55PM,CLAY,I-35 SOUTHBOUND AT 8.6 MILE MARKER,A
ADULT,36,KANSAS CITY MO,NO INJURY,YES,2024-08-08,3:55PM,CLAY,I-35 SOUTHBOUND AT 8.6 MILE MARKER,A
ADULT,49,"EDWARDS, MO",MINOR,NO,2024-08-07,8:55PM,BENTON,US-65 SOUTH OF MO-83,A
ADULT,71,"EXCELSIOR SPRINGS, MO",SERIOUS,NO,2024-08-07,9:10AM,RAY,MCAFEE RD SOUTH OF 120TH RD,A
ADULT,20,"WINDSOR, MISSOURI",MINOR,YES,2024-08-06,6:35PM,JOHNSON,ROUTE PP NEAR COUNTY ROAD SE 201,A
ADULT,27,"LINCOLN, MO",SERIOUS,YES,2024-08-06,3:40PM,PETTIS,SOUTHBOUND ROUTE U AT ANDERSON SCHOOL ROAD,A
JUVENILE,14,"RICHMOND, MO",MODERATE,NO,2024-08-06,2:22PM,RAY,CRISPIN STREET AT LEPZIG LN,A
JUVENILE,16,"RICHMOND, MO",MINOR,NO,2024-08-06,2:22PM,RAY,CRISPIN STREET AT LEPZIG LN,A
ADULT,76,"OAK GROVE, MO",NO INJURY,YES,2024-08-05,9:10PM,JACKSON,RT F AT CLINE RD,A
ADULT,45,"OAK GROVE, MO",MODERATE,EXEMPT,2024-08-05,9:10PM,JACKSON,RT F AT CLINE RD,A
ADULT,28,"COLUMBIA, MO",MODERATE,YES,2024-08-05,6:00PM,LAFAYETTE,EASTBOUND I 70 54.8 MILEMAKER,A
ADULT,46,"KANSAS CITY, MO",MINOR,YES,2024-08-05,6:00PM,LAFAYETTE,EASTBOUND I 70 54.8 MILEMAKER,A
ADULT,54,"WARRENSBURG, MO",MINOR,NO,2024-08-05,12:05PM,JOHNSON,WB YY HWY AT NE 570 BLOCK,A
ADULT,54,"ST LOUIS, MO",NO INJURY,YES,2024-08-05,11:05AM,LAFAYETTE,EASTBOUND I-70 AT THE 56 MILE MARKER,A
ADULT,66,"MURPHY, NC",MINOR,YES,2024-08-05,11:05AM,LAFAYETTE,EASTBOUND I-70 AT THE 56 MILE MARKER,A
ADULT,49,"KANSAS CITY, KS",NO INJURY,YES,2024-08-05,8:45AM,RAY,EASTBOUND 210 EAST OF PROFITT ROAD,A
ADULT,72,"NORBORNE, MISSOURI",MODERATE,YES,2024-08-05,8:45AM,RAY,EASTBOUND 210 EAST OF PROFITT ROAD,A
ADULT,72,"NORBORNE, MISSOURI",MODERATE,YES,2024-08-05,8:45AM,RAY,EASTBOUND 210 EAST OF PROFITT ROAD,A
ADULT,43,"EXCELSIOR SPRINGS, MO",MODERATE,YES,2024-08-04,9:00AM,RAY,SHOEMAKER RD - SOUTH OF MO 10,A
ADULT,43,"EXCELSIOR SPRINGS, MO",MODERATE,YES,2024-08-04,9:00AM,RAY,SHOEMAKER RD - SOUTH OF MO 10,A
ADULT,90,"EXCELSIOR SPRINGS, MO",MINOR,YES,2024-08-04,9:00AM,RAY,SHOEMAKER RD - SOUTH OF MO 10,A
ADULT,59,"BLUE SPRINGS, MO",NO INJURY,YES,2024-08-03,1:30AM,BATES,NORTHBOUND I 49 AT 132 MILE MARKER,A
ADULT,51,"WORCESTER, MA",MINOR,YES,2024-08-03,1:30AM,BATES,NORTHBOUND I 49 AT 132 MILE MARKER,A
JUVENILE,16,"ARCHIE, MO",MINOR,YES,2024-08-03,1:30AM,BATES,NORTHBOUND I 49 AT 132 MILE MARKER,A
ADULT,20,"AMORET, MO",NO INJURY,NO,2024-08-02,6:25PM,BATES,SW CR 13007 SOUTH OF SW CR 7008,A
ADULT,20,"HUME, MO",FATAL,NO,2024-08-02,6:25PM,BATES,SW CR 13007 SOUTH OF SW CR 7008,A
ADULT,78,"OSCEOLA, MO",MODERATE,YES,2024-08-02,12:35PM,JOHNSON,SOUTHWEST 800 BLOCK OF MO-13,A
ADULT,70,"SPRINGFIELD, MO",NO INJURY,YES,2024-08-02,12:35PM,JOHNSON,SOUTHWEST 800 BLOCK OF MO-13,A
ADULT,35,"LA CYGNE, KS",MINOR,YES,2024-08-02,11:55AM,BATES,MO 52 - 1/2 MILE EAST OF 5001,A
ADULT,24,"FONTANA, KS",MINOR,NO,2024-08-02,11:55AM,BATES,MO 52 - 1/2 MILE EAST OF 5001,A
ADULT,70,"WINDSOR, MO",NO INJURY,YES,2024-08-01,1:30PM,BENTON,ROUTE C AT ROUTE T,A
ADULT,71,"HARRISONVILLE, MO",MINOR,YES,2024-08-01,1:30PM,BENTON,ROUTE C AT ROUTE T,A
ADULT,66,"HARRISONVILLE, MO",NO INJURY,YES,2024-08-01,1:30PM,BENTON,ROUTE C AT ROUTE T,A
ADULT,19,"LEETON, MO",MINOR,YES,2024-08-01,8:20AM,JOHNSON,SW 500 BLOCK OF M 13,A
ADULT,24,"KANSAS CITY, MO",MODERATE,YES,2024-08-01,7:37AM,CLAY,NB I-35 AT MO 291,A
JUVENILE,16,"URICH, MO",MINOR,YES,2024-07-31,7:30PM,BATES,MO-18 EAST OF STATE ROUTE OO,A
JUVENILE,17,"INDEPENDENCE, MO",MODERATE,NO,2024-07-30,9:15PM,JACKSON,US-24 EAST OF ROUTE H,A
ADULT,40,"CLINTON, MO",SERIOUS,YES,2024-07-30,6:30PM,HENRY,ROUTE W JUST NORTH OF SE 500TH RD,A
ADULT,35,"CLINTON, MO",MODERATE,YES,2024-07-30,6:30PM,HENRY,ROUTE W JUST NORTH OF SE 500TH RD,A
ADULT,67,"INDEPENDENCE, MISSOURI",NO INJURY,YES,2024-07-30,5:10PM,JACKSON,I-470 NORTHBOUND AT STROTHER ROAD,A
ADULT,58,"INDEPENDENCE, M",MINOR,YES,2024-07-30,5:10PM,JACKSON,I-470 NORTHBOUND AT STROTHER ROAD,A
JUVENILE,16,"LEES SUMMIT, MO",NO INJURY,YES,2024-07-30,5:10PM,JACKSON,I-470 NORTHBOUND AT STROTHER ROAD,A
JUVENILE,0,"BLUE SPRINGS, MO",NO INJURY,YES,2024-07-30,3:25PM,JACKSON,I 470 EB EAST OF DOUGLAS ST.,A
ADULT,41,"INDEPENDENCE, MO",MINOR,YES,2024-07-30,3:25PM,JACKSON,I 470 EB EAST OF DOUGLAS ST.,A
JUVENILE,16,"DEEPWATER, MO",MINOR,YES,2024-07-30,11:57AM,HENRY,SB 13 HWY .5 MILE SOUTH OF MONTROSE EXIT,A
ADULT,22,LEE'S SUMMIT MO,MODERATE,YES,2024-07-29,3:41PM,CASS,MO-7 AT EAST 232ND STREET,A
ADULT,30,"BLUE SPRINGS, MO",MODERATE,YES,2024-07-29,3:41PM,CASS,MO-7 AT EAST 232ND STREET,A
