PersonType,Age,CityState,Injury,SafetyDevice,Date,Time,County,Location,Troop
ADULT,53,"MADISON, IL",NO INJURY,YES,2024-09-07,1:40PM,ST. LOUIS,I-70 WESTBOUND EAST OF I-270,C
JUVENILE,17,"LAKE ST. LOUIS, MO",NO INJURY,YES,2024-09-07,1:40PM,ST. LOUIS,I-70 WESTBOUND EAST OF I-270,C
ADULT,28,"WASHINGTON, MO",MINOR,YES,2024-09-07,1:10PM,ST. CHARLES,RTE T AT RTE D,C
JUVENILE,17,"LAKE SHERWOOD, MO",NO INJURY,YES,2024-09-07,1:10PM,ST. CHARLES,RTE T AT RTE D,C
ADULT,71,"CRYSTAL CITY, MO",MODERATE,YES,2024-09-07,7:45AM,JEFFERSON,DITTMER CATAWISSA RD NORTH OF EIME RD,C
ADULT,21,"ARNOLD, MO",FATAL,NO,2024-09-06,8:35PM,STE. GENEVIEVE,WESTBOUND ROUTE O EAST OF MISSOURI 32,C
JUVENILE,15,"ST. LOUIS, MO",MINOR,YES,2024-09-06,8:25PM,ST. LOUIS,INTERSTATE 270 SOUTH OF TESSON FERRY ROAD,C
ADULT,18,"ST. LOUIS, MO",NO INJURY,YES,2024-09-06,8:25PM,ST. LOUIS,INTERSTATE 270 SOUTH OF TESSON FERRY ROAD,C
ADULT,33,"TROY, MO",MINOR,YES,2024-09-06,8:25PM,ST. LOUIS,INTERSTATE 270 SOUTH OF TESSON FERRY ROAD,C
ADULT,37,"ROCKPORT, IL",SERIOUS,YES,2024-09-06,7:40PM,PIKE,ROUTE N EAST OF ROUTE D,C
ADULT,70,"LOUISIANA, MO",MODERATE,YES,2024-09-06,7:40PM,PIKE,ROUTE N EAST OF ROUTE D,C
ADULT,65,"BONNE TERRE, MO",MINOR,YES,2024-09-06,11:47AM,JEFFERSON,MISSOURI 110 AT FOUNTAIN CITY ROAD,C
ADULT,32,"DE SOTO, MO",SERIOUS,YES,2024-09-06,11:47AM,JEFFERSON,MISSOURI 110 AT FOUNTAIN CITY ROAD,C
ADULT,78,"DE SOTO, MO",NO INJURY,YES,2024-09-06,11:47AM,JEFFERSON,MISSOURI 110 AT FOUNTAIN CITY ROAD,C
ADULT,74,"CREVE COEUR, MO",SERIOUS,YES,2024-09-06,9:38AM,WARREN,WESTBOUND INTERSTATE 70 AT THE 201 MILE MARKER,C
ADULT,64,"MARTHASVILLE, MO",MODERATE,YES,2024-09-06,6:28AM,WARREN,ROUTE TT NORTH OF WOODLAND DRIVE,C
ADULT,35,"NEW HAVEN, MO",NO INJURY,YES,2024-09-06,6:28AM,WARREN,ROUTE TT NORTH OF WOODLAND DRIVE,C
ADULT,40,"DESOTO, MO",MODERATE,NO,2024-09-06,1:45AM,JEFFERSON,US-67 NORTHBOUND AT I-55,C
ADULT,40,"BARNHART, MO",FATAL,NO,2024-09-06,1:45AM,JEFFERSON,US-67 NORTHBOUND AT I-55,C
ADULT,56,"ARNOLD, MO",NO INJURY,YES,2024-09-06,1:45AM,JEFFERSON,US-67 NORTHBOUND AT I-55,C
ADULT,40,"SIDNEY, MT",NO INJURY,YES,2024-09-05,11:52PM,ST. CHARLES,WESTBOUND I-64 WEST OF PROSPECT,C
ADULT,43,"WRIGHT CITY, MO",MODERATE,YES,2024-09-05,11:52PM,ST. CHARLES,WESTBOUND I-64 WEST OF PROSPECT,C
ADULT,19,"BOWLING GREEN, MO",SERIOUS,NO,2024-09-05,8:00PM,PIKE,ROUTE UU WEST OF PIKE COUNTY ROAD 142,C
ADULT,19,"BOWLING GREEN , MO",MODERATE,YES,2024-09-05,8:00PM,PIKE,ROUTE UU WEST OF PIKE COUNTY ROAD 142,C
ADULT,34,"IRONDALE, MO",SERIOUS,NO,2024-09-05,4:50PM,WASHINGTON,ROUTE U NEAR SPICER ROAD,C
ADULT,27,"OFALLON, MO",NO INJURY,YES,2024-09-05,11:27AM,ST. CHARLES,SOUTHBOUND 79 AT TR HUGHES,C
ADULT,28,"ELSBERRY, MO",MINOR,YES,2024-09-05,11:27AM,ST. CHARLES,SOUTHBOUND 79 AT TR HUGHES,C
ADULT,42,"TROY, MO",FATAL,YES,2024-09-05,10:44AM,WARREN,NORTHBOUND ROUTE A AT NORTH OUTER ROAD,C
ADULT,29,"TROY, MO",NO INJURY,YES,2024-09-05,10:44AM,WARREN,NORTHBOUND ROUTE A AT NORTH OUTER ROAD,C
JUVENILE,17,"IRONDALE, MO",SERIOUS,NO,2024-09-05,7:38AM,WASHINGTON,MISSOURI 21 NEAR GILDEA ROAD,C
ADULT,73,"CALEDONIA, MO",FATAL,YES,2024-09-05,7:38AM,WASHINGTON,MISSOURI 21 NEAR GILDEA ROAD,C
ADULT,46,HOUSE SPRINGS MO,NO INJURY,YES,2024-09-04,5:30PM,JEFFERSON,HWY 30 EASTBOUND AT THE INTERSECTION OF BYRNES MILL RD,C
ADULT,55,HOUSE SPRINGS MO,FATAL,UNKNOWN,2024-09-04,5:30PM,JEFFERSON,HWY 30 EASTBOUND AT THE INTERSECTION OF BYRNES MILL RD,C
ADULT,61,"HOUSE SPRINGS, MO",NO INJURY,NO,2024-09-04,3:30PM,JEFFERSON,MO-21 EXIT RAMP TO OLD 21 NEAR SHADY VALLEY,C
ADULT,33,"HOUSE SPRINGS, MO",MODERATE,YES,2024-09-04,3:30PM,JEFFERSON,MO-21 EXIT RAMP TO OLD 21 NEAR SHADY VALLEY,C
ADULT,66,"ST LOUIS, MO",MINOR,YES,2024-09-04,1:36PM,ST. LOUIS,INTERSTATE 255 WESTBOUND AT INTERSTATE 55 NORTHBOUND,C
ADULT,50,"ARNOLD, MO",MODERATE,YES,2024-09-04,11:00AM,ST. LOUIS,INTERSTATE 270 NORTHBOUND SOUTH OF TESSON FERRY,C
ADULT,57,"ST JOHN, MO",NO INJURY,YES,2024-09-04,11:00AM,ST. LOUIS,INTERSTATE 270 NORTHBOUND SOUTH OF TESSON FERRY,C
ADULT,40,"ARNOLD, MO",MODERATE,YES,2024-09-04,11:00AM,ST. LOUIS,INTERSTATE 270 NORTHBOUND SOUTH OF TESSON FERRY,C
ADULT,70,"ST LOUIS, MO",NO INJURY,YES,2024-09-04,11:00AM,ST. LOUIS,INTERSTATE 270 NORTHBOUND SOUTH OF TESSON FERRY,C
ADULT,34,"ST. ANN, MO",MINOR,YES,2024-09-04,10:57AM,LINCOLN,NORTHBOUND US-61 AT CREECH LANE,C
ADULT,29,"TROY, MO",SERIOUS,NO,2024-09-04,10:57AM,LINCOLN,NORTHBOUND US-61 AT CREECH LANE,C
ADULT,47,ST CHARLES MO,NO INJURY,YES,2024-09-04,9:14AM,ST. CHARLES,EASTBOUND 70 WEST OF BRYAN ROAD,C
ADULT,41,"LOUISIANA, MO",NO INJURY,YES,2024-09-04,9:14AM,ST. CHARLES,EASTBOUND 70 WEST OF BRYAN ROAD,C
ADULT,20,"ST CHARLES , MO",MINOR,YES,2024-09-04,9:14AM,ST. CHARLES,EASTBOUND 70 WEST OF BRYAN ROAD,C
ADULT,36,"LOUISANA, MO",MINOR,YES,2024-09-04,9:14AM,ST. CHARLES,EASTBOUND 70 WEST OF BRYAN ROAD,C
JUVENILE,1,"ST CHARLES, MO",FATAL,NO,2024-09-04,9:14AM,ST. CHARLES,EASTBOUND 70 WEST OF BRYAN ROAD,C
ADULT,47,"WENTZVIILLE, MO",NO INJURY,YES,2024-09-04,9:14AM,ST. CHARLES,EASTBOUND 70 WEST OF BRYAN ROAD,C
ADULT,47,"WARRENTON, MO",NO INJURY,YES,2024-09-04,9:14AM,ST. CHARLES,EASTBOUND 70 WEST OF BRYAN ROAD,C
ADULT,69,"KAISER, MO",NO INJURY,YES,2024-09-04,9:14AM,ST. CHARLES,EASTBOUND 70 WEST OF BRYAN ROAD,C
ADULT,29,"CHESTERFIELD, MO",SERIOUS,YES,2024-09-04,8:00AM,ST. LOUIS,INTERSTATE 44 EASTBOUND WEST OF INTERSTATE 270,C
ADULT,55,"ST LOUIS, MO",NO INJURY,YES,2024-09-04,8:00AM,ST. LOUIS,INTERSTATE 44 EASTBOUND WEST OF INTERSTATE 270,C
ADULT,46,"DE SOTO, MO",FATAL,NO,2024-09-04,12:00AM,JEFFERSON,"SOUTHBOUND ROUTE CC, NORTH OF MARATHON ROAD",C
ADULT,33,"LONEDELL, MO",SERIOUS,NO,2024-09-03,9:00PM,FRANKLIN,WIEDA RD WEST OF OAK CREEK DR,C
ADULT,36,"LONEDELL, MO",MINOR,NO,2024-09-03,9:00PM,FRANKLIN,WIEDA RD WEST OF OAK CREEK DR,C
ADULT,74,"IRONTON, MO",SERIOUS,YES,2024-09-03,12:05PM,ST. LOUIS,NORTHBOUND INTERSTATE 55 AT MERAMEC BOTTOM ROAD,C
ADULT,19,"IMPERIAL, MO",MODERATE,YES,2024-09-03,12:05PM,ST. LOUIS,NORTHBOUND INTERSTATE 55 AT MERAMEC BOTTOM ROAD,C
ADULT,31,"HERMANN, MO",MODERATE,UNKNOWN,2024-09-03,9:35AM,WARREN,MO-94 WEST OF BOEUF ISLAND RD,C
ADULT,18,"WASHINGTON, MO",SERIOUS,YES,2024-09-02,5:42PM,FRANKLIN,RTE T AT LITTLE TAVERN RD,C
ADULT,58,"WENTZVILLE, MO",MINOR,YES,2024-09-02,2:33PM,ST. CHARLES,HWY DD WEST OF SOMMERS RD,C
JUVENILE,17,"FARMINGTON, MO",MINOR,NO,2024-09-02,2:30PM,ST. FRANCOIS,DIRT FIELD NEAR PANAMA DRIVE AT LAKE HANNA,C
JUVENILE,12,"FARMINGTON, MO",MINOR,NO,2024-09-02,2:30PM,ST. FRANCOIS,DIRT FIELD NEAR PANAMA DRIVE AT LAKE HANNA,C
JUVENILE,16,"FARMINGTON, MO",MINOR,NO,2024-09-02,2:30PM,ST. FRANCOIS,DIRT FIELD NEAR PANAMA DRIVE AT LAKE HANNA,C
ADULT,67,"FESTUS, MO",FATAL,NO,2024-09-02,2:00PM,JEFFERSON,SOUTHBOUND US-67 AT BUCK CREEK ROAD,C
JUVENILE,17,"POTOSI, MO",MINOR,YES,2024-09-02,2:00PM,JEFFERSON,SOUTHBOUND US-67 AT BUCK CREEK ROAD,C
ADULT,35,"POTOSI, MO",MINOR,YES,2024-09-02,2:00PM,JEFFERSON,SOUTHBOUND US-67 AT BUCK CREEK ROAD,C
JUVENILE,8,"LESLIE, MO",NO INJURY,YES,2024-09-01,4:55AM,ST. LOUIS,EASTBOUND INTERSTATE 44 WEST OF SIX FLAGS ROAD,C
ADULT,31,"LESLIE, MO",MINOR,YES,2024-09-01,4:55AM,ST. LOUIS,EASTBOUND INTERSTATE 44 WEST OF SIX FLAGS ROAD,C
JUVENILE,3,"LESLIE, MO",NO INJURY,YES,2024-09-01,4:55AM,ST. LOUIS,EASTBOUND INTERSTATE 44 WEST OF SIX FLAGS ROAD,C
ADULT,39,"LESLIE, MO",MINOR,YES,2024-09-01,4:55AM,ST. LOUIS,EASTBOUND INTERSTATE 44 WEST OF SIX FLAGS ROAD,C
ADULT,UNK,UNKNOWN,NO INJURY,UNKNOWN,2024-09-01,4:55AM,ST. LOUIS,EASTBOUND INTERSTATE 44 WEST OF SIX FLAGS ROAD,C
ADULT,45,"ROSEBUD, MO",MODERATE,NO,2024-09-01,12:18AM,FRANKLIN,US 50 AT HWY AJ,C
ADULT,45,"ROSEBUD, MO",SERIOUS,NO,2024-09-01,12:18AM,FRANKLIN,US 50 AT HWY AJ,C
JUVENILE,17,"WASHINGTON, MO",MODERATE,NO,2024-09-01,12:18AM,FRANKLIN,US 50 AT HWY AJ,C
ADULT,18,"ARNOLD, MO",MODERATE,NO,2024-08-31,6:15PM,JEFFERSON,NORTHBOUND HIGHWAY 21 NORTH OF SHADY VALLEY LANE INTERCHANGE (OLD HIGHWAY 21),C
JUVENILE,17,"ST. LOUIS, MO",MODERATE,NO,2024-08-31,6:15PM,JEFFERSON,NORTHBOUND HIGHWAY 21 NORTH OF SHADY VALLEY LANE INTERCHANGE (OLD HIGHWAY 21),C
JUVENILE,16,"FARMINGTON, MO",MODERATE,NO,2024-08-31,6:15PM,JEFFERSON,NORTHBOUND HIGHWAY 21 NORTH OF SHADY VALLEY LANE INTERCHANGE (OLD HIGHWAY 21),C
ADULT,39,"LEXINGTON, NC",NO INJURY,YES,2024-08-31,3:35PM,ST. CHARLES,"EASTBOUND I-70, WEST OF BRYAN ROAD",C
ADULT,66,"WENTZVILLE, MO",MINOR,YES,2024-08-31,3:35PM,ST. CHARLES,"EASTBOUND I-70, WEST OF BRYAN ROAD",C
ADULT,48,"PINCKNEYVILLE, IL",NO INJURY,NO,2024-08-31,2:33PM,FRANKLIN,2719 NORTH SERVICE ROAD,C
ADULT,67,"NEW HAVEN, MO",MINOR,YES,2024-08-31,2:33PM,FRANKLIN,2719 NORTH SERVICE ROAD,C
ADULT,62,"SULLIVAN, MO",MINOR,YES,2024-08-31,12:44PM,WASHINGTON,MISSOURI 185 NORTH OF SPRUCE ROAD,C
ADULT,35,"UNION, MO",NO INJURY,YES,2024-08-31,12:44PM,WASHINGTON,MISSOURI 185 NORTH OF SPRUCE ROAD,C
ADULT,31,"SULLIVAN, MO",MINOR,YES,2024-08-31,12:44PM,WASHINGTON,MISSOURI 185 NORTH OF SPRUCE ROAD,C
ADULT,68,"BALLWIN, MO",FATAL,NO,2024-08-31,12:04PM,ST. CHARLES,I 64 WB 12.4MM,C
ADULT,32,"ST. LOUIS, MO",FATAL,EXEMPT,2024-08-31,5:03AM,ST. LOUIS,NORTHBOUND HIGHWAY 367 NORTH OF NORTHUMBERLAND DRIVE,C
ADULT,38,"ST. LOUIS, MO",NO INJURY,UNKNOWN,2024-08-31,5:03AM,ST. LOUIS,NORTHBOUND HIGHWAY 367 NORTH OF NORTHUMBERLAND DRIVE,C
ADULT,23,"FLORISSANT, MO",MODERATE,NO,2024-08-31,1:30AM,FRANKLIN,EASTBOUND INTERSTATE 44 AT THE 252 MILE MARKER,C
ADULT,58,"CUNNINGHAM, KY",MINOR,UNKNOWN,2024-08-31,12:14AM,ST. LOUIS,EASTBOUND INTERSTATE 70 RAMP TO NORTHBOUND MISSOURI 141,C
ADULT,59,"ST CHARLES, MO",MODERATE,UNKNOWN,2024-08-31,12:14AM,ST. LOUIS,EASTBOUND INTERSTATE 70 RAMP TO NORTHBOUND MISSOURI 141,C
ADULT,62,"ST. CHARLES, MO",MODERATE,UNKNOWN,2024-08-31,12:14AM,ST. LOUIS,EASTBOUND INTERSTATE 70 RAMP TO NORTHBOUND MISSOURI 141,C
ADULT,57,"LOUISVILLE, KY",FATAL,UNKNOWN,2024-08-31,12:14AM,ST. LOUIS,EASTBOUND INTERSTATE 70 RAMP TO NORTHBOUND MISSOURI 141,C
JUVENILE,17,"TROY, MO",MINOR,YES,2024-08-30,10:22PM,ST. CHARLES,EASTBOUND INTERSTATE 64 WEST OF INTERSTATE 70,C
ADULT,48,"IMPERIAL, MO",MINOR,EXEMPT,2024-08-30,8:54PM,JEFFERSON,7045 US-61,C
ADULT,30,"CRYSTAL CITY, MO",MODERATE,UNKNOWN,2024-08-30,8:54PM,JEFFERSON,7045 US-61,C
ADULT,29,"FESTUS, MO",SERIOUS,NO,2024-08-30,8:54PM,JEFFERSON,7045 US-61,C
ADULT,18,"UNION, MO",MINOR,NO,2024-08-30,1:59PM,FRANKLIN,2133 BIEKER ROAD,C
ADULT,18,"TROY, MO",NO INJURY,YES,2024-08-30,11:30AM,LINCOLN,ROUTE H NORTH OF FAIRGROUNDS ROAD,C
ADULT,74,"TROY, MO",MINOR,YES,2024-08-30,11:30AM,LINCOLN,ROUTE H NORTH OF FAIRGROUNDS ROAD,C
ADULT,67,"DESOTO, MO",MINOR,YES,2024-08-30,10:35AM,JEFFERSON,EASTBOUND MISSOURI 110 AT ATHENA SCHOOL ROAD,C
ADULT,42,"ARNOLD, MO",NO INJURY,YES,2024-08-30,10:35AM,JEFFERSON,EASTBOUND MISSOURI 110 AT ATHENA SCHOOL ROAD,C
ADULT,51,"DITTMER, MO",NO INJURY,YES,2024-08-30,9:46AM,WASHINGTON,SOUTHBOUND MISSOURI 21 AT MISSOURI 47 NORTH,C
ADULT,21,"POTOSI, MO",MINOR,YES,2024-08-30,9:46AM,WASHINGTON,SOUTHBOUND MISSOURI 21 AT MISSOURI 47 NORTH,C
ADULT,34,"MARYLAND HEIGHTS, MO",NO INJURY,YES,2024-08-30,9:46AM,WASHINGTON,SOUTHBOUND MISSOURI 21 AT MISSOURI 47 NORTH,C
ADULT,47,"ST LOUIS, MO",MINOR,YES,2024-08-30,5:40AM,ST. LOUIS,NORTHBOUND MO 141 RAMP TO WESTBOUND MO 364,C
ADULT,27,"MADISON, IL",SERIOUS,NO,2024-08-30,2:11AM,ST. LOUIS,70 WESTBOUND EAST OF JENNINGS STATION RD,C
ADULT,32,"ST. LOUIS, MO",FATAL,NO,2024-08-30,2:11AM,ST. LOUIS,70 WESTBOUND EAST OF JENNINGS STATION RD,C
ADULT,31,"DES PLAINES, IL",MODERATE,YES,2024-08-29,4:48PM,ST. LOUIS,"WESTBOUND I-270, EAST OF MO-367",C
ADULT,33,"FLORISSANT, MO",NO INJURY,YES,2024-08-29,4:45PM,ST. LOUIS,WESTBOUND 270 WEST OF BELLEFONTAINE RD,C
ADULT,20,"FLORISSANT, MO",MINOR,YES,2024-08-29,4:45PM,ST. LOUIS,WESTBOUND 270 WEST OF BELLEFONTAINE RD,C
ADULT,28,"FLORISSANT, MO",MINOR,NO,2024-08-29,4:45PM,ST. LOUIS,WESTBOUND 270 WEST OF BELLEFONTAINE RD,C
ADULT,32,"FLORISSANT, MO",MINOR,YES,2024-08-29,4:45PM,ST. LOUIS,WESTBOUND 270 WEST OF BELLEFONTAINE RD,C
ADULT,30,"FLORISSANT, MO",NO INJURY,YES,2024-08-29,4:45PM,ST. LOUIS,WESTBOUND 270 WEST OF BELLEFONTAINE RD,C
ADULT,81,"BISMARCK, MO",MODERATE,YES,2024-08-29,3:12PM,WASHINGTON,MISSOURI 47 NORTH OF MISSOURI 47 LOOP RD,C
ADULT,65,"SULLIVAN, MO",MODERATE,YES,2024-08-29,3:12PM,WASHINGTON,MISSOURI 47 NORTH OF MISSOURI 47 LOOP RD,C
ADULT,46,"JEFFERSON, IN",SERIOUS,UNKNOWN,2024-08-29,2:46PM,STE. GENEVIEVE,I-55 NORTHBOUND AT 154 MM,C
ADULT,69,"ST. LOUIS, MO",NO INJURY,YES,2024-08-29,2:46PM,STE. GENEVIEVE,I-55 NORTHBOUND AT 154 MM,C
ADULT,48,"FENTON, MO",MINOR,YES,2024-08-29,9:45AM,ST. LOUIS,WESTBOUND I-255 EAST OF LEMAY FERRY RD,C
ADULT,30,"WILBURTON, OK",SERIOUS,NO,2024-08-28,10:47PM,PIKE,NORTHBOUND ROUTE D NORTH OF PIKE COUNTY ROAD 268,C
ADULT,27,"COTTAGE HILLS, IL",NO INJURY,YES,2024-08-28,4:25PM,ST. LOUIS,NORTHBOUND US-67 SOUTH OF MO-94,C
ADULT,67,"ALTON, IL",NO INJURY,YES,2024-08-28,4:25PM,ST. LOUIS,NORTHBOUND US-67 SOUTH OF MO-94,C
ADULT,62,"MULBERRY GROVE, IL",NO INJURY,YES,2024-08-28,4:25PM,ST. LOUIS,NORTHBOUND US-67 SOUTH OF MO-94,C
ADULT,56,"BETHALTO, IL",MINOR,YES,2024-08-28,4:25PM,ST. LOUIS,NORTHBOUND US-67 SOUTH OF MO-94,C
ADULT,54,"BRIGHTON, IL",NO INJURY,YES,2024-08-28,4:25PM,ST. LOUIS,NORTHBOUND US-67 SOUTH OF MO-94,C
ADULT,47,"ST. PETERS, MO",MODERATE,YES,2024-08-28,11:40AM,ST. CHARLES,WESTBOUND MO-94 AT SIEDENTOP ROAD,C
ADULT,48,"FARMINGTON, MO",SERIOUS,YES,2024-08-28,8:10AM,STE. GENEVIEVE,"TROGDEN ROAD, NORTH OF MO-32",C
ADULT,28,"OFALLON, MO",MINOR,YES,2024-08-28,5:15AM,ST. LOUIS,INTERSTATE 70 EASTBOUND WEST OF LUCAS AND HUNT,C
ADULT,66,CHESTERFIELD MO,MINOR,YES,2024-08-26,7:19PM,ST. LOUIS,INTERSTATE 270 EASTBOUND EAST OF MISSOURI 370,C
ADULT,21,ST LOUIS MO,MINOR,YES,2024-08-26,7:19PM,ST. LOUIS,INTERSTATE 270 EASTBOUND EAST OF MISSOURI 370,C
ADULT,35,WARRINGTON PA,NO INJURY,YES,2024-08-26,7:19PM,ST. LOUIS,INTERSTATE 270 EASTBOUND EAST OF MISSOURI 370,C
ADULT,59,"WEST ALTON, MO",FATAL,NO,2024-08-26,3:25PM,ST. CHARLES,EASTBOUND MISSOURI HIGHWAY 94 WEST OF DWIGGINS ROAD,C
ADULT,43,"ARNOLD, MO",SERIOUS,YES,2024-08-26,2:35PM,JEFFERSON,NORTHBOUND OLD 21 NEAR HIDDEN HOLLOW,C
ADULT,55,"MIDDLE BROOK, MO",NO INJURY,YES,2024-08-26,2:24PM,WASHINGTON,MISSOURI 21 NORTH OF ROUTE M,C
JUVENILE,16,"IRONDALE, MO",MINOR,YES,2024-08-26,2:24PM,WASHINGTON,MISSOURI 21 NORTH OF ROUTE M,C
ADULT,45,"CHESTERFIELD, MO",NO INJURY,YES,2024-08-26,1:59PM,FRANKLIN,EASTBOUND MISSOURI 100 EAST OF THORNTON ROAD,C
ADULT,31,"EOLIA, MO",NO INJURY,YES,2024-08-26,1:59PM,FRANKLIN,EASTBOUND MISSOURI 100 EAST OF THORNTON ROAD,C
ADULT,27,"CUBA, MO",MINOR,YES,2024-08-26,1:59PM,FRANKLIN,EASTBOUND MISSOURI 100 EAST OF THORNTON ROAD,C
ADULT,52,"COLUMBUS, OHIO",NO INJURY,YES,2024-08-26,2:59AM,ST. CHARLES,INTERSTATE 70 EASTBOUND WEST OF MID RIVERS MALL DRIVE,C
ADULT,23,"WINFIELD, MO",FATAL,EXEMPT,2024-08-26,2:59AM,ST. CHARLES,INTERSTATE 70 EASTBOUND WEST OF MID RIVERS MALL DRIVE,C
ADULT,50,"CAPE GIRARDEAU, MO",SERIOUS,YES,2024-08-25,7:56PM,PERRY,PERRY COUNTY ROAD 447 AT ROUTE A,C
ADULT,29,"TROY, MO",MODERATE,NO,2024-08-25,5:40PM,LINCOLN,NORTHBOUND US 61 NORTH OD MISSOURI 47,C
ADULT,48,"ST. PETERS, MO",NO INJURY,YES,2024-08-24,8:00PM,ST. CHARLES,EASTBOUND MISSOURI 364 WEST OF SOUTH ST. PETERS PARKWAY,C
ADULT,31,"ST. PETERS, MO",MODERATE,YES,2024-08-24,8:00PM,ST. CHARLES,EASTBOUND MISSOURI 364 WEST OF SOUTH ST. PETERS PARKWAY,C
ADULT,32,"DOE RUN, MO",SERIOUS,YES,2024-08-24,6:55PM,ST. FRANCOIS,ROUTE DD NEAR KIMBALL LANE,C
ADULT,65,"MONTICELLO, IN",MODERATE,NO,2024-08-24,4:01PM,JEFFERSON,FLUCOM ROAD EAST OF KIMBERLY LANE,C
ADULT,24,"FARMINGTON, MO",FATAL,NO,2024-08-24,3:50AM,ST. FRANCOIS,100 TRAP ROCK ROAD,C
ADULT,37,"BISMARCK, MO",MINOR,UNKNOWN,2024-08-24,12:14AM,ST. FRANCOIS,PIMVILLE ROAD NEAR HARRIS BRANCH TRAIL HEAD,C
ADULT,70,"IMPERIAL, MO",MINOR,YES,2024-08-23,6:07PM,JEFFERSON,US-61 AT TELEGRAPH ROAD,C
ADULT,31,"IMPERIAL, MO",NO INJURY,YES,2024-08-23,6:07PM,JEFFERSON,US-61 AT TELEGRAPH ROAD,C
ADULT,31,"ST. LOUIS, MO",NO INJURY,YES,2024-08-23,6:07PM,JEFFERSON,US-61 AT TELEGRAPH ROAD,C
ADULT,62,"CHESTERFIELD, MO",MODERATE,YES,2024-08-23,4:54PM,FRANKLIN,MO 100 EASTBOUND WEST OF ROUTE AT,C
ADULT,31,"VILLA RIDGE, MO",NO INJURY,YES,2024-08-23,4:54PM,FRANKLIN,MO 100 EASTBOUND WEST OF ROUTE AT,C
JUVENILE,3,"VILLA RIDGE, MO",MINOR,YES,2024-08-23,4:54PM,FRANKLIN,MO 100 EASTBOUND WEST OF ROUTE AT,C
ADULT,30,"HIGH RIDGE, MO",MINOR,YES,2024-08-23,3:50PM,JEFFERSON,MO 30 EASTBOUND WEST OF DELORES,C
ADULT,40,"EUREKA, MO",NO INJURY,YES,2024-08-23,3:50PM,JEFFERSON,MO 30 EASTBOUND WEST OF DELORES,C
ADULT,33,"ST LOUIS, MO",SERIOUS,NO,2024-08-23,3:48PM,ST. CHARLES,INTERSTATE 70 WESTBOUND WEST OF BLANCHETTE BRIDGE,C
ADULT,40,"EDWARDSVILLE, IL",NO INJURY,YES,2024-08-23,3:48PM,ST. CHARLES,INTERSTATE 70 WESTBOUND WEST OF BLANCHETTE BRIDGE,C
ADULT,21,"NEW LONDON, MO",NO INJURY,NO,2024-08-23,2:42PM,LINCOLN,NORTHBOUND US-61 AT OLD US-61,C
ADULT,46,"NEW LONDON, MO",MODERATE,NO,2024-08-23,2:42PM,LINCOLN,NORTHBOUND US-61 AT OLD US-61,C
ADULT,75,"TROY, MO",NO INJURY,YES,2024-08-23,2:42PM,LINCOLN,NORTHBOUND US-61 AT OLD US-61,C
JUVENILE,16,"BOWLING GREEN, MO",MINOR,UNKNOWN,2024-08-23,5:45AM,PIKE,SOUTHBOUND US 61 NORTH OF ROUTE WW,C
ADULT,41,"ST PETERS, MO",MINOR,YES,2024-08-22,5:15PM,ST. LOUIS,WESTBOUND INTERSTATE 70 AT INTERSTATE 270,C
ADULT,54,"ST. CLAIR, MO",NO INJURY,YES,2024-08-22,3:15PM,ST. LOUIS,WESTBOUND I-44 WEST OF MRAZ LANE,C
ADULT,61,"JEFFERSON, ME",NO INJURY,YES,2024-08-22,3:15PM,ST. LOUIS,WESTBOUND I-44 WEST OF MRAZ LANE,C
ADULT,57,"WASHINGTON, MO",MINOR,YES,2024-08-22,3:15PM,ST. LOUIS,WESTBOUND I-44 WEST OF MRAZ LANE,C
ADULT,56,"WASHINGTON, MO",MINOR,YES,2024-08-22,3:15PM,ST. LOUIS,WESTBOUND I-44 WEST OF MRAZ LANE,C
ADULT,51,"HIGH RIDGE, MO",MODERATE,YES,2024-08-22,2:35PM,FRANKLIN,HIGHWAY 50 AND HIGHWAY 185,C
ADULT,72,"LABADIE, MO",MODERATE,YES,2024-08-22,2:35PM,FRANKLIN,HIGHWAY 50 AND HIGHWAY 185,C
ADULT,76,"WASHINGTON, MO",MODERATE,YES,2024-08-22,2:35PM,FRANKLIN,HIGHWAY 50 AND HIGHWAY 185,C
ADULT,49,WENTZVILLE MO,NO INJURY,YES,2024-08-22,11:50AM,FRANKLIN,US-50 NEAR BUTH LN,C
ADULT,72,BEAUFORT MO,MODERATE,EXEMPT,2024-08-22,11:50AM,FRANKLIN,US-50 NEAR BUTH LN,C
ADULT,48,"BELGRADE, MO",MINOR,YES,2024-08-22,7:18AM,WASHINGTON,EASTBOUND ROUTE C EAST OF DREW ROAD,C
ADULT,48,"BELGRADE, MO",NO INJURY,UNKNOWN,2024-08-22,7:18AM,WASHINGTON,EASTBOUND ROUTE C EAST OF DREW ROAD,C
ADULT,18,"WENTZVILLE, MO",NO INJURY,NO,2024-08-22,6:35AM,FRANKLIN,ROUTE OO NORTH OF SAM SHADY LANE,C
ADULT,57,"PACIFIC, MO",MINOR,YES,2024-08-22,6:35AM,FRANKLIN,ROUTE OO NORTH OF SAM SHADY LANE,C
ADULT,35,"ST LOUIS, MO",NO INJURY,YES,2024-08-22,12:41AM,ST. LOUIS,NORTHBOUND INTERSTATE 55 AT BAYLESS AVE,C
